hsa-mir-552-5p,neoplasms [unspecific],1
hsa-mir-25-5p,melanoma,1
hsa-mir-145-5p,aortic aneurysm,1
hsa-mir-18b-5p,preeclampsia,1
hsa-mir-146a-5p,"lymphoma, large b-cell",1
hsa-mir-29c-5p,"carcinoma, hepatocellular",1
hsa-mir-28-5p,asthma,1
hsa-mir-7-5p,neoplasms [unspecific],1
hsa-mir-19a-5p,myeloma,1
hsa-mir-24-3p,osteomyelitis,1
hsa-mir-299-5p,"carcinoma, hepatocellular",1
hsa-mir-191-5p,hiv-associated lipodystrophy,1
hsa-mir-429,glioblastoma,1
hsa-mir-7-5p,endocrine gland neoplasms,1
hsa-mir-30d-5p,lupus vulgaris,1
hsa-mir-31-5p,ovarian neoplasms,1
hsa-mir-92a-3p,colon neoplasms,1
hsa-mir-130b-5p,"carcinoma, ovarian",1
hsa-mir-155-5p,kidney neoplasms,1
hsa-let-7a-5p,psoriasis,1
hsa-mir-125b-5p,liver diseases [unspecific],1
hsa-mir-27b-5p,"leukemia, myeloid",1
hsa-mir-26a-5p,"adenocarcinoma, colon",1
hsa-mir-3185,chordoma,1
hsa-mir-181b-2-3p,"cardiomyopathy, hypertrophic",1
hsa-mir-127-5p,inflammation,1
hsa-mir-143-5p,esophageal neoplasms,1
hsa-mir-761,"carcinoma, hepatocellular",1
hsa-mir-204-5p,"carcinoma, renal cell",1
hsa-mir-944,urinary bladder cancer,1
hsa-mir-4778-5p,diabetic nephropathy,1
hsa-mir-744-5p,"carcinoma, breast",1
hsa-mir-146b-5p,diabetic retinopathy,1
hsa-mir-1323,"carcinoma, nasopharyngeal",1
hsa-mir-371a-5p,testicular germ cell tumor,1
hsa-mir-107,gastric neoplasms,1
hsa-mir-29b-2-5p,hepatitis c virus infection,1
hsa-mir-551a,gastric neoplasms,1
hsa-mir-28-5p,"carcinoma, adrenocortical",1
hsa-mir-223-5p,systemic lupus erythematosus,1
hsa-mir-106a-5p,neoplasms [unspecific],1
hsa-mir-183-5p,"adenocarcinoma, lung",1
hsa-mir-493-5p,breast neoplasms,1
hsa-mir-384,osteoarthritis,1
hsa-mir-30a-5p,nephrotic syndrome,1
hsa-let-7b-5p,"carcinoma, oral",1
hsa-mir-199a-5p,"carcinoma, colon",1
hsa-mir-93-5p,colorectal carcinoma,1
hsa-mir-101-2-5p,glioblastoma,1
hsa-mir-497-5p,diabetes mellitus,1
hsa-mir-129-1-3p,"scleroderma, systemic",1
hsa-mir-141-5p,glioma,1
hsa-mir-135b-5p,"carcinoma, cervical",1
hsa-mir-760,"carcinoma, hepatocellular",1
hsa-mir-138-5p,psoriasis,1
hsa-mir-19b-1-5p,"leukemia, myeloid, acute",1
hsa-let-7e-5p,retinoblastoma,1
hsa-let-7b-5p,gastric neoplasms,1
hsa-mir-411-5p,"adenocarcinoma, lung",1
